customer_key,customer_name,customer_address,nation_key,phone_number,account_balance,market_segment,comments
393,Mrs. Anna Watson,"Unit 4416 Box 9746
DPO AA 70499",14,660.606.1505x764,9958.38,Segment_A,Less partner save establish.
394,Mr. Jonathan Cooper,"46749 Sarah Junction
East Thomasfort, TX 38227",13,001-971-886-6157,2893.06,Segment_B,Include that national at language nation close.
395,Tammy Woods,"USCGC Williams
FPO AE 41013",20,(249)245-0023,1547.8,Segment_B,Product size cost character together.
396,Julie Reyes,"90935 Hicks Skyway
Watsonburgh, TX 00853",17,525.309.6722x1915,582.07,Segment_A,Herself share concern add purpose lot note race.
397,Yvonne Conley,"24211 Fisher Throughway
East Danielborough, CA 75246",12,(496)427-5302x198,2800.6,Segment_B,Reach nation call son though garden.
398,Zachary Hurley,"903 Traci Hill
North Carrieland, TX 85853",10,961.684.9250,8348.17,Segment_A,House audience training enjoy must wait.
399,Joshua Hoffman,"0503 Jefferson Square Suite 663
Port Jessica, NC 71003",2,+1-877-305-2531,4903.99,Segment_A,Him democratic during.
400,Dennis Shelton,"0184 Wayne Landing Apt. 039
Stevensberg, PR 36034",10,001-681-514-7110x2437,406.49,Segment_A,Sister television shoulder goal government scientist.
401,Denise Barnes,"128 John Mills
Penaborough, GU 72728",14,001-774-258-1985x835,5740.97,Segment_A,In imagine born health they court glass investment.
402,Daniel Jimenez,"1778 Warren Crest
New Kellyberg, CO 85220",7,469-871-8157,2045.6,Segment_B,Usually drop source court.
403,Robert Harris,"784 Kane Stravenue
Wesleyberg, TN 33983",8,+1-315-664-7904,493.1,Segment_B,Age raise test pull front money doctor.
404,William Peck,"8876 Dennis Turnpike Suite 512
East Ericton, NC 92533",1,(876)821-8831x117,3221.68,Segment_C,Third decide specific.
405,Teresa Lyons,"631 John Ford Apt. 727
Joshuabury, AZ 78658",18,001-487-253-3601x012,6762.72,Segment_B,Around today between growth.
406,Tamara Lewis,"24188 Hill Vista Suite 373
New Tina, ME 06439",4,653-967-1242x496,4680.29,Segment_B,Full effort investment.
407,Danielle Butler,"5641 Melanie Mission Apt. 126
Lake Christopherland, IL 04067",5,808-526-3426,4436.27,Segment_B,Measure itself recently buy stock minute check.
408,Sherri Morales,"988 Trevor Forge
Marquezshire, AZ 94219",12,962-645-7082,1343.79,Segment_A,Happen worry history.
409,Marcia Morales,"802 Gonzales Radial
Jenniferland, AL 32625",19,(247)962-1493,2386.63,Segment_B,Education risk air student over western.
410,Pamela Parks,"Unit 3281 Box 5943
DPO AP 74656",16,(224)739-8906x0383,5724.12,Segment_B,Lawyer poor wind heavy ok even throw.
411,Tim Gomez,"26909 Bates Drive Apt. 712
Port Jennifer, FL 22600",16,001-379-844-0321x078,4378.57,Segment_A,Purpose tax individual walk buy.
412,Kristi Wood,"011 Carpenter Shore Suite 609
Stephaniefort, GU 27267",14,001-814-940-7375x891,2658.12,Segment_C,Walk peace back study human.
413,Anthony Hartman,"402 Jeanette Cove Suite 553
Melissashire, MP 72935",3,618.788.5751x7270,5253.74,Segment_A,Maintain program real address year however environmental.
414,Justin Hodge,"722 Larry Village Suite 709
Rogersport, MS 17653",4,001-675-360-6342,2802.42,Segment_C,Letter service news cup consumer control cover air.
415,Paula Nguyen,"455 Buck Land Suite 100
South Briana, MD 53635",12,+1-764-377-9734,474.75,Segment_B,Gun rather would worker effort strategy.
416,Laura Webb,"212 Thompson Cove
Rayview, NE 39098",5,838-516-4082x25657,5916.94,Segment_B,Body operation picture theory.
417,Chad Woodward,"090 Davis Track Apt. 093
Allentown, WA 93165",15,284.493.2390x8779,8618.5,Segment_C,Crime different practice have magazine black.
418,Sarah Reynolds,"1021 Robinson Street
Smithshire, FM 19586",12,237-877-0260x8473,8276.24,Segment_C,Tonight investment wall develop Congress happen still.
419,Lindsey Alvarez,"PSC 1715, Box 2356
APO AE 30426",4,001-659-632-6802x38785,869.15,Segment_A,Seat approach system.
420,Thomas Warren,"426 Reynolds Forest
Hoganmouth, UT 34283",5,(848)591-3755x66137,2318.28,Segment_B,Behind individual Democrat Mrs learn population represent.
421,Nathan Thomas,"295 Gutierrez Stream
Nelsonburgh, UT 27486",9,713-717-2449x682,2832.18,Segment_B,Air some citizen source education team.
422,Carolyn Shaw,"847 Schneider Cape
East Heatherside, IL 76007",7,999-625-0620,2005.45,Segment_B,Person throughout edge board ever less ten.
423,David Moreno,"292 Davis Lodge
South David, MA 48838",17,(239)646-3904,4917.3,Segment_C,Time interest interesting true small son send.
424,Mr. Michael Campos PhD,"6966 Brown Ramp
Olsonberg, KY 85192",15,001-415-917-3085x5654,1063.41,Segment_C,Top concern election season approach gun.
425,Michael Combs,"63901 Bender Keys
Port Kristi, NJ 28026",12,001-236-832-6584,7755.38,Segment_B,Action budget evening me easy hospital.
426,Alexis Harrison,"118 Briggs Stream
Jonathanview, OR 18660",2,001-675-229-2054x7058,603.34,Segment_C,Argue least born major wonder data.
427,Alicia Myers,"4245 Sherry Throughway
East Williamland, MT 37053",1,451-800-9208x6631,5419.89,Segment_B,Beat produce participant culture fine.
428,Dana Weber,"86491 Amy Lodge
West Danielside, OH 54980",1,(837)280-2544x40484,1278.53,Segment_B,Recognize give event listen.
429,Amanda Rice,"8884 Mackenzie Ways Apt. 621
North Sean, IA 02239",13,+1-954-276-2002x79345,3691.11,Segment_A,Have worry between vote positive environment in.
430,Sean Cooper,"439 Dawson Club Suite 344
Port Alexandria, AR 10211",4,527-210-4877x06608,9651.71,Segment_C,Speech free author.
431,Kaylee Jackson,"6824 Jose Pike Suite 358
Melissaport, TX 64895",10,+1-640-543-6122x7786,1958.93,Segment_A,Capital spring air region.
432,Rebecca Rosales,"61465 John Brook Suite 036
Elliottfort, FL 56312",19,(408)836-6977,2034.2,Segment_A,Others gun south officer left officer suffer.
433,Aaron Jones,"4444 Baker Port
Hansonland, AK 36942",15,001-952-293-4075x9779,9509.85,Segment_B,Sit including attack before news player service.
434,Amber Wheeler,"664 Wilson Manors
Ayalastad, HI 72535",4,(952)600-1375x7579,7557.49,Segment_A,Debate candidate manage scientist.
435,Tony George,"114 Craig Walks
Kimberlyview, VT 78104",13,556-200-7176,896.55,Segment_B,Natural happy argue magazine deal.
436,Mr. Jesus Wolf,"179 Linda Falls Suite 571
Harringtonshire, UT 60276",15,+1-623-453-5598x287,5955.09,Segment_A,Start out financial although.
437,Charles Fleming,"49747 Miller Rapid Suite 465
New Amy, VT 15742",5,339.704.6013,4405.0,Segment_C,Indeed scientist minute thus some power reflect.
438,Frank Powell,"197 Joseph Heights Suite 797
Longmouth, IN 70601",9,001-843-689-1766x2435,8976.55,Segment_C,Network later less serious year beat.
439,Samantha Davidson,"56153 Paige Prairie Apt. 141
Monicaside, NJ 01480",15,(899)383-9352x520,7126.21,Segment_C,Cell office enough building.
440,Hayley White,"Unit 1081 Box 4333
DPO AP 79907",2,001-867-902-1254x35822,7980.56,Segment_A,Might practice position suddenly figure.
441,Joanna Newton,"218 Weaver Fort Apt. 907
Port Connorport, VT 05710",11,+1-715-870-7358x0115,3626.88,Segment_C,Month wonder explain send each record.
442,Stephen Hartman,"724 Gerald Courts Apt. 489
Rodneyborough, PR 99821",17,001-724-433-4747x8145,7849.08,Segment_A,Thought budget investment offer allow make animal himself.
443,Joshua Garcia,"75289 Castillo Stravenue
Lake Karen, VT 83415",2,(265)817-3325,2713.33,Segment_A,Religious he use some.
444,Jose Sanchez,"6028 Stewart Tunnel
West Nicholas, DC 35646",7,(549)854-6206x91927,7295.46,Segment_C,Down difficult yes old some.
445,Dylan Gardner,"682 Veronica Lights
Port Veronicaland, RI 92413",18,5629497955,8671.15,Segment_A,Country local her sense nice.
446,Anna Rose,"491 Alec Greens
Victoriaside, MS 66214",5,001-240-595-2272x952,9687.18,Segment_C,Debate out modern various able order fill.
447,Mary Wilson,"Unit 2698 Box 8748
DPO AA 11016",14,(993)984-0882x10545,9101.63,Segment_C,Boy dinner care idea.
448,Michelle Wilson,"4757 Miller Views Suite 303
East Adamberg, LA 39290",2,915-790-2602x88036,1195.75,Segment_A,Door never nature her.
449,Joseph Miller,"2489 Solis Lights
Cisnerosburgh, KY 48239",4,871-941-7677x6270,702.74,Segment_C,However week factor artist.
450,Russell Sawyer,"506 Lynch Trace Apt. 040
Lake Johnchester, AK 32091",1,001-658-564-3731x9543,3768.27,Segment_A,Sure fly together available.
451,Eric Marshall,"02786 Carol Flat
New Catherine, MN 64745",6,5377003435,6384.51,Segment_C,No day prove exactly focus build.
452,Mrs. Veronica Parker,"39713 Sarah Gardens
Port Joseph, KY 91815",15,364.941.4523x9746,6332.56,Segment_C,Billion less who industry.
453,Melissa White,"875 Richard Well Suite 977
Anneshire, NE 54100",15,(345)654-7179x27024,347.82,Segment_C,Him election those understand watch suggest between.
454,Travis Berger,"17696 Rodriguez Spurs
Tracyside, AL 39658",1,(869)501-2475,9621.2,Segment_B,Her role assume leader company.
455,Laura Ellis,"Unit 0902 Box 6808
DPO AE 40052",2,001-856-967-0833,7618.2,Segment_B,Reason alone test receive.
456,Bradley Gross,"2002 Greene Squares Apt. 018
West Dennisside, CA 06677",17,(994)269-5811x005,4403.07,Segment_B,Friend why agree star two.
457,Michael Thomas,"926 Stephanie Divide
Davisbury, AK 17234",2,8367488796,6178.66,Segment_A,When significant realize learn husband course just create.
458,Roy Vang,"350 Emily Track Apt. 887
Cameronland, IL 28123",1,001-502-266-9406x34774,6810.42,Segment_A,Everyone add assume common product city.
459,Melinda Rodriguez,"2830 Martinez Lodge Apt. 454
Curtisside, FM 55017",9,561.607.4145,432.71,Segment_B,Wrong might picture exist community not day.
460,Gabriel Garcia,"8540 Oscar Turnpike
New Kiara, MA 73747",16,524.206.6592,8008.19,Segment_C,Social specific hotel season.
461,Dr. Michael Mcpherson,"94648 Lee Shore Suite 464
West Duane, IL 22211",10,344-284-7128x114,7219.22,Segment_C,Degree specific grow team.
462,Michael Flores,"347 Graham Manors
Thomasfurt, WI 29856",20,442.242.6692,2643.24,Segment_A,Star forget very series low.
463,Benjamin Bush,"777 Thompson Stravenue
New Ericton, PA 66829",16,281.729.8126x01294,7467.32,Segment_B,Watch decide father mean everybody also ability.
464,Nicole Hess,"636 Lam Isle Suite 586
Port Jenniferside, OH 58742",8,915.366.5619x151,1544.93,Segment_B,Prepare war brother term improve live magazine.
465,William Williams MD,"50608 Taylor Avenue
West Nancy, AL 79472",5,954.474.5097x1934,4381.45,Segment_A,Raise shoulder author along recent billion.
466,Sara West,"40732 Gonzales Hill
Allisonville, UT 10072",7,356-315-3367x32856,7088.16,Segment_B,Its impact hair computer other.
467,Arthur Khan,"13804 Brown Island
Vincentchester, MI 81366",17,(646)617-1177x2157,9764.22,Segment_A,Dark later hope.
468,Andrew Campbell,"733 Alexander Fields Apt. 487
Port Bridget, AR 21359",2,338-248-5837x4460,1941.02,Segment_A,Edge century throughout become seem him.
469,Kyle Johnson,"29019 Lowery Parks
Jasonbury, IL 39938",18,976-944-8697x899,803.61,Segment_A,Nature source south company out.
470,William Reed,"248 Chambers Station
South Cindy, VI 53775",3,+1-625-832-9811,1759.79,Segment_C,Important all action.
471,Nicholas Davidson,"4882 Williams Motorway Suite 128
Johnsonborough, AZ 49204",13,001-286-909-0684x049,3215.87,Segment_A,In like future listen course.
472,James Fitzpatrick,"9478 Robert Crossing
Rogersmouth, NJ 41741",2,344.704.5454x80816,6623.34,Segment_C,Young already positive relationship spring require.
473,Kimberly Oneal,"911 Paul Station Apt. 462
North Michelleside, NV 53989",9,478.847.2603x61311,527.03,Segment_C,Wall could assume create.
474,Bradley Marsh,"1358 Larsen Dam
North Benjaminland, KS 94622",6,(925)517-9120x450,473.42,Segment_C,Response many wall blue.
475,Kathryn Davis,"PSC 6286, Box 5955
APO AE 43627",5,(675)884-9425,5434.71,Segment_B,Whatever at article program strong offer.
476,Jose Barnes,"023 Katherine View
Danielberg, OH 74732",16,813-220-9863x8271,6760.42,Segment_B,School interesting together order by.
477,Amanda Hunt,"3060 Adam Junctions
Markburgh, AR 82440",17,(436)817-7536,6536.25,Segment_B,Society practice realize series buy issue source.
478,Mark Tran,"PSC 1442, Box 0347
APO AP 34646",5,(493)308-2664,5737.16,Segment_A,Improve reason information itself.
479,Jasmine Stewart,"9934 Christopher Mountain Apt. 120
Rebekahmouth, NC 06533",20,6874618767,7280.82,Segment_C,Political compare pass science present.
480,Joyce Rodriguez,"4596 Davis Lodge Suite 540
Valdezburgh, OK 46792",11,876.507.4107x884,8559.09,Segment_B,Every represent mention police suddenly.
481,Garrett Wilson,"10452 Krista Ranch
Joshuaport, ND 03051",7,+1-224-712-0543x560,3831.17,Segment_C,Personal heart imagine five.
482,Paul Shaw,"PSC 8252, Box 0086
APO AP 50441",14,+1-816-268-0361,3344.25,Segment_A,Anyone analysis special evidence big exactly.
483,Susan Martin,"0995 Luis Road
West Amanda, IA 87637",8,5146346870,4803.58,Segment_A,Type manager hit and prove himself parent story.
484,Lorraine Jones,"9830 Morris Branch Apt. 537
Brettmouth, GA 32350",8,377-316-1887x835,4681.01,Segment_B,Agent determine parent possible director.
485,Megan Reese,"42327 Mark Fords Suite 401
Lake Michael, AS 62164",3,(562)824-5388,2198.85,Segment_A,Campaign especially develop provide however manage include.
486,Lee Hopkins,"10765 Russo Lodge
Kevinton, MA 87302",15,445.827.1246,4477.34,Segment_A,Affect material according enjoy smile heart.
487,Jacob Rodriguez,"666 Williams Parkways
New Daltonview, VT 29870",9,5727726238,6075.01,Segment_C,Much water feeling.
488,Philip Braun,"860 Baker Crest Suite 655
Port Tracy, ME 74437",11,705.328.7490x90425,5074.22,Segment_C,Significant environmental person.
489,Miss Jennifer Scott,"10961 Miles Forge
Andersonbury, IA 46396",6,(271)396-0317x359,505.45,Segment_A,Each research company until dinner.
490,Emily Hernandez,"01297 Jenna Gateway Apt. 929
West Timothy, DE 13468",19,(608)254-7561x47710,4549.78,Segment_B,Cup certain lawyer our age according make.
491,Laura Woods,"559 Jacqueline Landing
Ambertown, VA 28128",6,(650)956-8534x2094,4796.5,Segment_A,Mission send anything explain area like our.
492,Marcus Boyd,"69286 Owen Manor Suite 861
Thomasborough, KS 69963",19,770-912-4334x546,4304.19,Segment_B,Total mean style thank six particular white.
493,Matthew Wright,"96394 Timothy Path
Robertside, IN 59617",13,+1-718-239-4963x04288,1996.93,Segment_A,Life woman heavy.
494,Tyrone Burton,"2255 Nichols Union
Longfurt, MO 08620",4,6245012590,1661.99,Segment_A,Gun lose respond save.
495,Richard Smith,"647 Hector Courts Apt. 013
Smithshire, GU 18321",5,226.291.4596,7276.28,Segment_B,Third third provide attention.
496,Micheal Fischer,"475 Hill Lock Apt. 858
Lake Joycemouth, NH 60445",9,5059951975,3877.43,Segment_B,Game win anyone firm them wrong new.
497,Jordan Hubbard,"884 Sara Ports Apt. 136
Brianville, GU 46640",8,792.520.9937,6255.86,Segment_A,Finish beyond man religious people identify.
498,Angelica Mitchell DDS,"Unit 1819 Box 0381
DPO AP 03432",4,(532)744-0275,2556.84,Segment_C,Science trial job trip.
499,Michael Smith,"25943 Megan Ferry
West Ginachester, VI 69090",18,369.721.3384,5033.21,Segment_A,Debate almost concern provide.
500,Jason Rollins,"326 Mahoney Springs
Bradshawshire, UT 96257",19,449-661-8789,3027.38,Segment_B,Much subject understand upon different.
